dish,dish-href,more,more-href,description
"Vankaya Bangaladumpa Vepudu – Brinjal Potato Stir fry","http://www.sailusfood.com/2009/05/23/vankaya-bangaladumpa-vepudu-brinjal-potato-stir-fry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/29/","1 Heat oil in a cooking vessel. Add the mustard seeds and as they splutter, add the cumin seeds and once they crackle, add the garlic, ginger and curry leaves and stir fry for a few seconds.

2 Add the cubed potatoes, salt and turmeric pwd and combine. Cook on medium flame for 3 mts (combining once or twice during this time), then place lid and reduce flame. Cook for 5-6 mts. Constantly stir fry to ensure they don’t stick to the pan.

2 Add the drained cubed brinjals and cook without lid for 2 mts on low to medium flame. Stir fry in between.

3 Add the chilli pwd, coriander pwd and methi pwd and combine. Place lid and cook on low to medium flame till the brinjals and potatoes turn soft. Stir in between. Adjust salt. The stir fry will be close to a gooey mass (slightly mudda kura).

5 Serve with hot rice or rotis."
"Brown Rice with Apple and Walnuts","http://www.sailusfood.com/2009/03/01/brown-rice-with-apple-and-walnuts/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/29/","Main Ingredients:
	 brown rice"
"Navratri Special ~ Daddojanam – Yogurt Rice","http://www.sailusfood.com/2011/09/30/curd-rice-recipe-daddojanam-yogurt-rice/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/16/","The key to a tasty curd rice lies in mashing the cooked rice lightly, fresh yogurt and the use of asafoetida in the tempering. Fresh curry leaves, coriander leaves (cilantro) and pomegranate seeds not only bring color to the Yogurt rice but also alleviate the flavor profile of this humble rice dish."
"Mirchi Khatta Masala – Tangy Green Chillis Curry","http://www.sailusfood.com/2005/12/13/mirchi-khatta-masala-tangy-green-chillis-curry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/42/","Main Ingredients:
	 green chillis  peppers"
"Daawat-E-Hyderabad ~ Guest post by Mona","http://www.sailusfood.com/2009/09/21/daawat-e-hyderabad-guest-post-by-mona/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/27/","Food, by Hyderabadi Muslims is traditionally eaten sitting on the floor cross-legged around the ‘Dastarkhaan’. A dastarkhaan is a large piece of cloth spread on the floor which functions as the dining table. People are careful not to step on it or go over it, instead they are asked go around it to reach the other side."
"Indian Food Trail – An essay on Konkani Cuisine – by Shilpa","http://www.sailusfood.com/2008/10/14/indian-food-trail-an-essay-on-konkani-cuisine-by-shilpa/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/31/","Earlier on Indian Food Trail

 Maharastra 

A Simple Summer Meal by Nupur

Traditional Maharashtrian Thalis – Veg & Non-Veg by Meera

Traditional Maharastrian Sweet & Snacks by Meera"
"Summer Salads ~ Green Papaya Salad – Som Tum","http://www.sailusfood.com/2007/06/07/summer-salads-green-papaya-salad-som-tum/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/36/","Iced cocoa-coffee and a healthy, refreshing sweet, subtly spiced and tart raw papaya salad was our lunch today and it’s hard to imagine anything better suited for a hot summer afternoon.:)."
"Andhra Pindivanta – Chegodilu – Savory Snack","http://www.sailusfood.com/2008/10/20/andhra-pindivanta-chegodilu-savory-snack/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/31/",""
"Attukula Attu (Poha Dosa) – Tomato Chutney","http://www.sailusfood.com/2008/05/20/attukula-attu-poha-dosa-tomato-chutney/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/33/","For Attukula Dosa:"
"Ulli Kadalu Pakodi – Onion Stalk Fritters","http://www.sailusfood.com/2005/12/23/ulli-kaadalu-pakodi-onion-stalk-fritters/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/42/","1 tsp ginger garlic paste

4 green chillies, chopped

a few curry leaves (optional)

1 tbsp hot cooking oil

1 tbsp finely chopped coriander leaves (optional)

1 tsp salt

1/4 tsp turmeric

1/2 tsp red chilli pwd

1/4 tsp cooking soda

oil for deep frying

water to make batter"
"Bhindi Sambhariya ~ Gujarati Style Stuffed Okra","http://www.sailusfood.com/2011/08/18/bhindi-sambhariya-gujarati-style-stuffed-okra/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/17/","One of the best vegetarian recipe I have had in a long time is a stuffed okra with its origins in Gujarat. Tarla Dalal’s recipe for a Gujarati stuffed bhindi is simply out of the world. I am not exaggerating. Those who hate okra will definitely fall in love with it when they try Bhindi Sambhariya."
"Gosht Korma ~ Mutton Curry","http://www.sailusfood.com/2009/09/15/gosht-korma-mutton-curry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/27/","Its not the first time I have prepared Mutton Korma. Infact, I’ve blogged the recipe earlier. Each time I cook it, I tend to tweak the combination of spices that go into its making trying to replicate a flavor that I once tasted at a friends Id party. This particular recipe comes close to it and is a family favorite. Enriched with a paste of fresh coconut-poppy seeds, flavored with aromatic spices, the meat is slow cooked in yogurt till falling apart tender. The mildly spiced, creamy textured Korma has warm comforting flavors and makes a great side with biryani, pulao, coconut rice and rotis."
"Christmas Delights – Eggless Cookies","http://www.sailusfood.com/2007/12/24/christmas-delights-eggless-cookies/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/35/","1 Sieve maida, baking pwd, baking soda and custard pwd.

2 Blend the sugar and oil till smooth. Add the sieved ingredients to the sugar-oil mixture. Add vanilla essence and mix well to form a dough. If the dough doesn’t become stiff enough to roll out into balls, add a few tbsps of cold milk or water and chill for a few minutes.

3 Pinch bits of dough and shape into balls and slightly flatten. Or you could alternately pipe the dough into small balls. Garnish with tutti frutti, by slightly pressing into the dough. Place on a greased tray and bake at 180 C for about 10 -12 mts or till done. Once baked, the cookie will feel soft on touch but once cool it will harden. If you over bake beyond the mentioned time limit, you will have a very crunchy cookie.

4 Cool on a wire rack and store in airtight container."
"Guacamole ~ Mexican Avocado Dip","http://www.sailusfood.com/2010/11/22/guacamole-mexican-avocado-dip/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/19/","Raw food at its best - Guacamole. Pleasing to the eye and palate, this delightful Mexican classic is a quick versatile dish usually served as a dip/salsa or as a spread over sandwich or wraps."
"Dondakaaya Vepudu – Tindora Stir Fry (2)","http://www.sailusfood.com/2008/02/11/dondakaaya-vepudu-tindora-stir-fry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/34/","Method for making Dondakaya Vepudu
			
																						Combine all the ingredients for stuffing. Stuff the + slit dondakayalu with the stuffing mixture and keep aside.

				
																							Heat oil in a cooking vessel, add the mustard seeds and let them splutter, followed by the urad dal, let the dal turn red. Add the curry leaves and cinnamon stick and saute for a few seconds.

				
																							Add the stuffed dondakayalu (if any stuffing is left over add it too). Cook on medium heat, turn once in a while for 6-7 mts.

				
																							Reduce flame, cover with lid and cook. Once in a while, stir the dondakayalu such that they cook all over. Remove lid after 15 mts. Continue to stir fry for a few more mts till the dondakayalu are soft yet have a bit of crunch."
"A traditional Malabar meal ~ Guest post by Shaheen","http://www.sailusfood.com/2009/06/29/a-traditional-malabar-meal-guest-post-by-shaheen/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/28/","Article, recipes and images – Shaheen"
"Puri – Potato Curry","http://www.sailusfood.com/2009/02/23/puri-potato-curry/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/29/","In our home, Potato masala that is usually served with puri is a simple recipe and almost like a dry saute. With the same basic potato masala recipe, variations are prepared, away from monotony. Adding besan (chick pea flour) towards the end of the cooking process gives an interesting twist and has a more curry like consistency. Its finger licking good."
"Ulli Pachadi – Onion Chutney","http://www.sailusfood.com/2008/01/09/ulli-pachadi-onion-chutney/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/34/",""
"Egg Biryani","http://www.sailusfood.com/2010/04/19/egg-biryani/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/23/","Follow these steps to prepare biryani:"
"Reliance Fresh And Summer Salads","http://www.sailusfood.com/2007/05/15/reliance-fresh-and-summer-salads/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/36/","Salad with ginger-honey dressing recipe

Chop one each of red, yellow, green peppers, onion, red apple, 2-3 baby corns, 1/2 cup cabbage and few green seedless grapes. Whisk together 1″ grated ginger, 2 crushed garlic cloves, 1 tbsp lemon juice or vinegar, 1 tbsp olive oil, 1 tbsp honey, 1/2 tsp soya sauce and pepper to taste. Combine this dressing with the chopped vegetables and fruits. Chill and serve."
"Dondakaya Pappula Podi ~ Ivy gourd With Spiced Chickpea Powder","http://www.sailusfood.com/2010/09/29/dondakaya-pappula-podi-ivy-gourd-with-spiced-chickpea-powder/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/19/","Main Ingredients:
	 ivy gourd  onion  roasted chickpeas"
"Murri Mixture ~ Andhra Bhel Puri","http://www.sailusfood.com/2005/11/24/murri-mixture-andhra-bhel-puri/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/43/","To the puffed rice, add some finely chopped tomatoes, onions and green chillies or chilli pwd, coriander leaves, roasted peanuts, boiled chick peas, chopped mammidi allam (mango ginger- a excellent herb which is optional), salt and a dash of lime and mix it well. You can add boiled channa too. Voila ..your murri mixture is ready!"
"Mocha Brownies","http://www.sailusfood.com/2011/11/14/mocha-brownies-recipe/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/16/","1 Preheat oven to 180 degrees C. Grease and flour square pan and line with butter paper, leaving a 2 inch overhang on the two sides so that you can lift the cake from the pan easily once done. Grease the paper and keep aside.

2 In a bowl, add flour, cocoa powder, salt and baking powder. Mix and keep aside.

3 Place a medium heatproof bowl over a pan of simmering water. Place butter in the bowl and let it melt. Remove the bowl from the simmering water and stir in the expresso and chopped chocoate and stir till chocolate melts completely.

4 Whisk in eggs and add the vanilla essence before adding the sugar. Mix well.

5 Mix in the flour-cocoa powder mixture until no trace of flour is left, using a wooden spoon. Do not over mix. Pour batter into prepared pan.

6 Bake in preheated oven for 35-40 minutes until a toothpick inserted in center comes out with a few moist crumbs attached. When you find that the edges have gone slightly dry and the top is cracked, you know its cooked.

7 Cool on a wire rack for 30 mts. Use a dampened serrated knife to cut into squares. Store in an airtight container."
"Basic Eggless Cake (Using Curd)","http://www.sailusfood.com/2010/06/15/basic-eggless-cake-using-curd/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/21/","Note: To give a chocolate flavor to the cake, combine 1/2 tbsp of cocoa pwd to 1/4 cup of the basic cake batter and combined well. While pouring batter into pan, pour a tbsp of cocoa batter towards the edge of  the pan and next to it pour a tbsp of white batter, followed by the cocoa batter. Follow this pattern till the first layer is done. Over this layer, pour the remaining white cake batter."
"Potato Korma Recipe","http://www.sailusfood.com/2012/04/22/potato-korma-recipe-andhra-style/","Older posts","http://www.sailusfood.com/categories/all_recipes_blogged_to_date/page/15/","Fresh coconut, poppy seeds and cashew nuts are the key ingredients which elevate the flavors of the potato korma by leaps and bounds. Do not omit or skimp on these three ingredients if you want to taste the authentic aloo korma."
